gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,total_population,phone_service_x,internet_service_x,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,churn_value
Female,23,Yes,No,No,No,0,No,64672,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),20.1,47.25,318.6,0.0,0,756.0,1074.6,16,No,0,No,Offer D,No,0,3,4545,0
Female,37,No,No,No,No,0,No,24518,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,84.25,43.27,3847.6,0.0,100,1990.42,5938.02,46,Yes,21,No,No Offer,No,0,4,3509,0
Male,46,No,No,No,No,0,No,27414,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Cable,One Year,Yes,Mailed check,62.3,46.21,2354.8,0.0,0,1755.98,4110.78,38,No,14,Yes,No Offer,No,0,3,3818,1
Female,41,No,No,No,No,0,No,4610,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),89.3,14.12,4016.85,44.63,0,635.4,4607.62,45,Yes,24,Yes,Offer B,No,0,2,4880,1
Male,73,No,Yes,No,No,0,No,384,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),102.95,3.23,2496.7,0.0,0,77.52,2574.22,24,Yes,26,Yes,No Offer,No,0,3,5245,1
Female,47,No,No,No,No,0,No,66543,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),91.35,44.21,6697.2,0.0,0,3183.12,9880.32,72,Yes,22,Yes,Offer A,No,0,3,5378,0
Male,48,No,No,No,No,0,No,23789,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),19.75,24.79,294.9,0.0,0,396.64,691.54,16,No,0,No,No Offer,No,0,5,5433,0
Male,56,No,No,Yes,Yes,3,Yes,8577,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Cable,One Year,No,Credit card (automatic),78.95,13.67,2862.55,0.0,0,519.46,3382.01,38,Yes,30,Yes,No Offer,Yes,2,5,2125,0
Male,45,No,No,No,No,0,No,34716,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,96.2,25.21,3183.4,0.0,0,806.72,3990.12,32,No,26,Yes,No Offer,No,0,3,3606,1
Female,34,No,No,No,No,0,No,46227,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,70.15,2.24,70.15,0.0,0,2.24,72.39,1,No,6,Yes,No Offer,No,0,3,3208,1
Female,78,No,Yes,No,No,0,No,10470,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,99.05,31.64,3554.6,0.0,0,1107.4,4662.0,35,Yes,7,Yes,Offer C,No,0,4,3484,0
Female,77,No,Yes,No,No,0,No,20643,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,One Year,No,Electronic check,81.7,23.43,1820.9,29.88,0,515.46,2306.48,22,No,22,Yes,No Offer,No,0,4,5602,0
Female,35,No,No,No,No,0,No,20675,No,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,25.1,0.0,25.1,0.0,0,0.0,25.1,1,No,28,Yes,No Offer,No,0,1,4769,1
Male,36,No,No,Yes,No,0,Yes,24708,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,78.3,13.45,2564.3,0.0,0,457.3,3021.6,34,No,12,Yes,No Offer,Yes,1,3,2777,1
Male,80,No,Yes,Yes,No,0,Yes,25206,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),101.9,14.49,5265.5,0.0,0,724.5,5990.0,50,Yes,17,Yes,No Offer,Yes,9,3,4184,0
Male,47,No,No,Yes,No,0,Yes,4552,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,104.3,35.46,5278.15,11.45,0,1914.84,7181.54,54,Yes,23,Yes,No Offer,Yes,1,1,4019,1
Female,42,No,No,No,No,0,No,909,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.9,13.45,868.1,0.0,0,591.8,1459.9,44,No,0,No,Offer B,No,0,5,2809,0
Male,47,No,No,No,No,0,No,4753,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),104.65,25.95,6889.8,0.0,0,1660.8,8550.6,64,Yes,23,Yes,No Offer,No,0,4,6443,0
Female,45,No,No,Yes,No,0,Yes,30206,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),99.75,20.53,5608.4,0.0,0,1149.68,6758.08,56,Yes,19,Yes,No Offer,Yes,9,4,5926,0
Female,63,No,No,No,No,0,No,2423,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,49.45,39.16,314.6,0.0,0,234.96,549.56,6,No,8,Yes,No Offer,No,0,3,3672,0
Male,62,No,No,Yes,Yes,2,Yes,170,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,91.35,48.62,5764.7,18.78,0,3063.06,8808.98,63,Yes,28,Yes,Offer B,Yes,4,4,4512,0
Female,31,No,No,Yes,No,0,Yes,29283,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,96.9,19.22,6314.35,13.37,0,1230.08,7531.06,64,No,21,Yes,No Offer,Yes,10,3,5369,0
Male,71,No,Yes,No,No,0,No,12884,Yes,Yes,No,No,No,No,No,No,No,DSL,Two Year,No,Electronic check,46.3,11.51,46.3,0.0,0,11.51,57.81,1,No,21,Yes,Offer E,No,0,4,2546,0
Male,43,No,No,No,Yes,2,No,4456,Yes,Yes,No,Yes,No,No,No,No,No,Cable,Month-to-Month,Yes,Credit card (automatic),55.0,6.7,3092.65,0.0,0,361.8,3454.45,54,Yes,16,Yes,No Offer,No,0,1,5282,1
Female,26,Yes,No,Yes,No,0,Yes,50047,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Mailed check,81.15,39.34,2545.75,0.0,0,1219.54,3765.29,31,No,41,Yes,No Offer,Yes,2,4,5643,0
Female,40,No,No,No,No,0,No,20408,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),107.5,9.47,7853.7,0.0,60,681.84,8595.54,72,Yes,21,No,No Offer,No,0,3,4708,0
Male,34,No,No,Yes,No,0,Yes,16013,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),74.8,8.28,5315.8,0.0,0,579.6,5895.4,70,Yes,5,Yes,Offer A,Yes,9,3,6447,0
Female,31,No,No,Yes,No,0,Yes,19630,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),20.15,2.82,973.35,0.0,0,138.18,1111.53,49,No,0,No,No Offer,Yes,10,5,5422,0
Male,65,No,Yes,Yes,No,0,Yes,63337,No,Yes,No,Yes,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),34.3,0.0,577.15,0.0,0,0.0,577.15,19,No,14,Yes,No Offer,Yes,6,5,4615,0
Female,26,Yes,No,No,No,0,No,16429,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,80.0,43.99,412.5,40.0,10,219.95,602.45,5,No,42,No,Offer E,No,0,3,3937,1
Male,53,No,No,Yes,Yes,3,Yes,26577,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,88.75,11.39,1885.15,0.0,0,250.58,2135.73,22,Yes,56,Yes,Offer D,Yes,1,4,5585,0
Male,53,No,No,No,No,0,No,67852,No,Yes,Yes,No,Yes,Yes,No,No,No,DSL,One Year,No,Bank transfer (automatic),42.3,0.0,1840.75,0.0,0,0.0,1840.75,45,No,10,Yes,No Offer,No,0,3,4307,0
Male,36,No,No,Yes,No,0,Yes,443,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),109.45,4.59,6572.85,0.0,0,275.4,6848.25,60,Yes,9,Yes,No Offer,Yes,6,4,4350,0
Female,66,No,Yes,No,No,0,No,124,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Electronic check,106.8,10.6,5347.95,0.0,0,530.0,5877.95,50,Yes,14,Yes,Offer B,No,0,3,5746,0
Female,76,No,Yes,Yes,No,0,Yes,43141,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Electronic check,95.05,42.29,3944.5,0.0,100,1776.18,5820.68,42,Yes,10,No,No Offer,Yes,10,4,2677,0
Female,22,Yes,No,No,No,0,No,17964,Yes,Yes,Yes,No,No,No,No,No,No,DSL,One Year,Yes,Electronic check,47.85,25.33,1886.4,0.0,70,987.87,2944.27,39,No,82,No,No Offer,No,0,3,5531,0
Male,21,Yes,No,No,No,0,No,548,No,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),43.7,0.0,2618.3,0.0,0,0.0,2618.3,62,No,51,Yes,No Offer,No,0,4,5254,0
Male,53,No,No,Yes,No,0,Yes,354,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),84.8,21.39,3626.35,43.96,0,941.16,4523.55,44,Yes,10,Yes,Offer B,Yes,2,4,2770,0
Female,74,No,Yes,No,No,0,No,34902,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,95.45,31.61,396.1,0.0,0,126.44,522.54,4,Yes,2,Yes,Offer E,No,0,3,3677,1
Female,23,Yes,No,Yes,No,0,Yes,88230,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),73.5,34.12,1905.7,17.03,70,887.12,2845.79,26,No,58,No,Offer C,Yes,6,5,3596,0
Male,64,No,No,No,No,0,No,17389,Yes,Yes,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,No,Mailed check,54.65,33.53,189.1,0.0,0,100.59,289.69,3,No,30,Yes,No Offer,No,0,5,2168,0
Female,44,No,No,No,No,0,No,48827,Yes,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,51.2,45.56,498.25,0.0,0,455.6,953.85,10,No,17,Yes,Offer D,No,0,4,5765,0
Female,45,No,No,No,No,0,No,23701,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,26.1,43.3,1759.55,0.0,0,2901.1,4660.65,67,Yes,0,No,No Offer,No,0,3,6466,0
Male,75,No,Yes,No,No,0,No,13158,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,80.2,12.08,1217.25,0.0,0,181.2,1398.45,15,Yes,5,Yes,No Offer,No,0,1,4958,1
Female,26,Yes,No,No,Yes,2,No,33104,No,Yes,No,Yes,Yes,No,No,Yes,Yes,DSL,Month-to-Month,No,Credit card (automatic),45.55,0.0,2108.35,0.0,0,0.0,2108.35,48,No,48,Yes,Offer B,No,0,3,4106,0
Female,50,No,No,No,No,0,No,9793,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Electronic check,25.2,1.87,245.15,0.0,0,20.57,265.72,11,Yes,0,No,No Offer,No,0,4,4998,0
Female,78,No,Yes,No,No,0,No,40239,Yes,Yes,Yes,No,Yes,No,No,No,No,DSL,Two Year,No,Bank transfer (automatic),59.85,34.0,3103.25,19.16,0,1768.0,4852.09,52,Yes,3,Yes,Offer B,No,0,3,5085,0
Male,63,No,No,No,No,0,No,1146,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,74.15,4.38,1387.0,0.0,0,78.84,1465.84,18,Yes,20,Yes,No Offer,No,0,5,2643,0
Male,27,Yes,No,No,No,0,No,47224,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.55,38.44,19.55,0.0,0,38.44,57.99,1,No,0,No,No Offer,No,0,2,3556,1
Male,66,No,Yes,No,No,0,No,46917,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Credit card (automatic),100.3,11.57,832.35,0.0,0,92.56,924.91,8,No,27,Yes,No Offer,No,0,1,5084,1
Female,56,No,No,No,Yes,3,No,28098,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.05,49.66,96.8,0.0,0,347.62,444.42,7,No,0,No,Offer E,No,0,5,3810,0
Female,55,No,No,No,No,0,No,816,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,One Year,No,Electronic check,64.35,45.56,2053.05,46.39,0,1549.04,3555.7,34,No,7,Yes,No Offer,No,0,3,3445,0
Female,61,No,No,Yes,Yes,1,Yes,5896,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),85.0,6.28,5607.75,0.0,130,427.04,6164.79,68,No,16,No,No Offer,Yes,7,3,6221,0
Female,76,No,Yes,No,No,0,No,17929,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,No,Electronic check,98.65,20.98,2862.75,0.0,0,608.42,3471.17,29,Yes,16,Yes,No Offer,No,0,1,4235,1
Female,58,No,No,No,No,0,No,25566,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,50.8,0.0,3027.4,0.0,0,0.0,3027.4,60,No,5,Yes,Offer B,No,0,2,4941,1
Female,49,No,No,No,No,0,No,17782,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),20.55,24.53,96.1,0.0,0,122.65,218.75,5,No,0,No,No Offer,No,0,3,5967,0
Male,29,Yes,No,Yes,No,0,Yes,34967,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Electronic check,54.6,0.0,934.8,47.73,0,0.0,887.07,17,No,27,Yes,Offer D,Yes,5,4,4590,0
Female,36,No,No,No,No,0,No,21097,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Bank transfer (automatic),24.4,15.93,1601.2,0.0,0,1019.52,2620.72,64,Yes,0,No,Offer B,No,0,5,5887,0
Female,21,Yes,No,Yes,Yes,1,Yes,52986,No,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,24.85,0.0,434.8,0.0,0,0.0,434.8,19,No,85,Yes,Offer D,Yes,4,5,2958,0
Male,27,Yes,No,Yes,Yes,2,Yes,25569,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Electronic check,20.55,41.21,99.45,0.0,0,206.05,305.5,5,No,0,No,No Offer,Yes,1,3,3629,0
Female,24,Yes,No,Yes,No,0,Yes,14574,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,79.75,6.78,769.1,0.0,0,61.02,830.12,9,No,59,Yes,No Offer,Yes,3,5,4654,0
Female,62,No,No,Yes,Yes,2,Yes,32148,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,100.25,24.48,1064.65,0.0,0,244.8,1309.45,10,Yes,30,Yes,No Offer,Yes,1,2,5998,1
Male,50,No,No,Yes,No,0,Yes,62634,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),100.3,26.15,5614.45,0.0,100,1464.4,7178.85,56,Yes,7,No,No Offer,Yes,2,2,5170,1
Female,20,Yes,No,No,No,0,No,11024,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,106.5,36.7,4282.4,0.0,0,1504.7,5787.1,41,Yes,59,Yes,No Offer,No,0,4,4434,0
Male,27,Yes,No,No,No,0,No,39089,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.25,20.44,1483.25,0.0,140,327.04,1950.29,16,No,59,No,No Offer,No,0,1,2827,1
Female,19,Yes,No,Yes,Yes,2,Yes,29825,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),94.3,1.6,3893.6,0.0,0,65.6,3959.2,41,Yes,59,Yes,Offer B,Yes,10,4,2196,0
Male,37,No,No,Yes,No,0,Yes,1785,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),69.75,5.99,2347.9,19.67,0,191.68,2519.91,32,No,5,Yes,No Offer,Yes,1,2,2356,1
Female,61,No,No,Yes,No,0,Yes,10909,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.3,10.43,2416.55,0.0,80,365.05,2861.6,35,No,4,No,Offer C,Yes,4,3,5413,1
Male,38,No,No,No,No,0,No,1954,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,89.55,42.46,89.55,0.0,0,42.46,132.01,1,No,27,Yes,Offer E,No,0,2,4996,1
Male,72,No,Yes,Yes,No,0,Yes,228,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Electronic check,85.9,41.11,2220.1,0.0,0,1109.97,3330.07,27,Yes,14,Yes,No Offer,Yes,7,3,5755,0
Female,40,No,No,No,No,0,No,9559,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),93.2,40.76,1573.7,35.7,0,652.16,2190.16,16,No,7,Yes,No Offer,No,0,1,5497,1
Female,49,No,No,No,No,0,No,27023,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),100.65,11.11,4917.75,0.0,0,544.39,5462.14,49,No,27,Yes,No Offer,No,0,3,5499,0
Male,37,No,No,No,No,0,No,14493,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),73.25,2.96,131.05,0.0,0,5.92,136.97,2,Yes,15,Yes,No Offer,No,0,1,2919,1
Male,59,No,No,Yes,No,0,Yes,15140,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Cable,One Year,No,Credit card (automatic),70.8,46.99,4448.8,0.0,0,2960.37,7409.17,63,No,13,Yes,No Offer,Yes,6,3,5114,0
Female,31,No,No,No,No,0,No,28201,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),77.95,30.95,305.55,0.0,0,123.8,429.35,4,Yes,26,Yes,No Offer,No,0,2,5365,1
Female,40,No,No,Yes,No,0,Yes,44099,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,29.05,0.0,129.6,0.0,0,0.0,129.6,4,No,13,Yes,Offer E,Yes,2,3,3306,0
Female,54,No,No,Yes,Yes,3,Yes,31926,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),21.05,43.05,139.75,0.0,0,344.4,484.15,8,No,0,No,No Offer,Yes,5,3,2158,0
Female,42,No,No,No,No,0,No,4602,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.5,20.11,19.5,0.0,0,20.11,39.61,1,No,0,No,Offer E,No,0,5,3107,0
Male,47,No,No,Yes,No,0,Yes,650,No,Yes,Yes,No,Yes,Yes,No,No,No,DSL,Two Year,Yes,Credit card (automatic),39.15,0.0,2692.75,0.0,0,0.0,2692.75,70,No,18,Yes,No Offer,Yes,1,3,5840,0
Female,56,No,No,No,No,0,No,1692,Yes,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,53.8,49.4,283.95,0.0,10,247.0,540.95,5,Yes,22,No,No Offer,No,0,4,2182,0
Female,74,No,Yes,No,No,0,No,11355,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,43.95,19.09,85.1,0.0,0,38.18,123.28,2,No,30,Yes,Offer E,No,0,5,4057,0
Male,62,No,No,No,No,0,No,1935,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),20.55,42.25,1013.05,0.0,0,1985.75,2998.8,47,No,0,No,Offer B,No,0,5,3313,0
Male,59,No,No,Yes,Yes,1,Yes,27614,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),91.25,42.22,4013.8,25.49,0,1815.46,5803.77,43,Yes,25,Yes,No Offer,Yes,11,3,5884,0
Female,43,No,No,No,No,0,No,5501,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),110.25,48.82,7279.35,0.0,30,3319.76,10629.11,68,Yes,17,No,No Offer,No,0,4,5502,0
Female,51,No,No,Yes,No,0,Yes,30715,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),91.05,46.92,2954.5,0.0,70,1501.44,4525.94,32,Yes,9,No,No Offer,Yes,1,1,3590,1
Female,62,No,No,No,No,0,No,20486,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,One Year,No,Electronic check,60.65,0.0,743.3,40.41,0,0.0,702.89,12,No,24,Yes,No Offer,No,0,3,3740,0
Female,67,No,Yes,No,No,0,No,56280,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Mailed check,105.0,7.95,2007.25,0.0,20,151.05,2178.3,19,No,12,No,No Offer,No,0,3,3524,0
Female,57,No,No,Yes,Yes,1,Yes,485,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Credit card (automatic),25.6,25.69,917.15,0.0,0,873.46,1790.61,34,Yes,0,No,No Offer,Yes,6,4,5854,0
Female,57,No,No,No,Yes,2,No,2515,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),20.05,27.37,85.5,0.0,0,109.48,194.98,4,No,0,No,No Offer,No,0,5,4462,0
Female,71,No,Yes,Yes,No,0,Yes,36149,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic,One Year,Yes,Electronic check,94.05,19.14,5483.9,0.0,30,1129.26,6643.16,59,Yes,13,No,No Offer,No,0,3,5061,0
Male,55,No,No,Yes,Yes,2,Yes,72993,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.65,11.15,1218.45,0.0,0,691.3,1909.75,62,No,0,No,Offer B,Yes,9,5,6403,0
Male,79,No,Yes,No,No,0,No,37322,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,One Year,No,Electronic check,74.7,27.65,74.7,0.0,0,27.65,102.35,1,No,2,Yes,No Offer,No,0,5,4182,0
Female,77,No,Yes,Yes,No,0,Yes,24973,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,92.55,3.83,1614.7,0.0,0,65.11,1679.81,17,Yes,20,Yes,No Offer,Yes,9,3,3689,0
Male,19,Yes,No,No,Yes,2,No,22133,No,Yes,No,No,No,No,No,No,Yes,DSL,Month-to-Month,Yes,Credit card (automatic),25.35,0.0,566.1,0.0,0,0.0,566.1,19,No,59,Yes,Offer D,No,0,4,3072,0
Female,66,No,Yes,Yes,Yes,1,Yes,2379,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Mailed check,91.35,5.73,2896.55,26.98,0,183.36,3052.93,32,Yes,30,Yes,Offer C,Yes,9,5,2965,0
Male,51,No,No,No,No,0,No,47224,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,98.55,27.57,1008.55,0.0,0,275.7,1284.25,10,Yes,13,Yes,Offer D,No,0,1,3658,1
Male,79,No,Yes,Yes,No,0,Yes,7863,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),19.85,22.79,183.15,0.0,0,205.11,388.26,9,No,0,No,No Offer,Yes,3,3,5601,0
Female,28,Yes,No,No,No,0,No,54382,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.9,10.21,20.9,0.0,0,10.21,31.11,1,No,0,No,No Offer,No,0,5,3901,0
Male,70,No,Yes,Yes,No,0,Yes,32369,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,104.25,49.76,2433.9,0.0,0,1194.24,3628.14,24,Yes,11,Yes,Offer C,Yes,3,1,2104,1
Male,61,No,No,No,No,0,No,50047,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),24.95,25.57,280.4,0.0,0,306.84,587.24,12,Yes,0,No,Offer D,No,0,5,4443,0
Male,41,No,No,No,No,0,No,77683,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Mailed check,20.5,42.66,365.8,0.0,0,725.22,1091.02,17,No,0,No,No Offer,No,0,3,2259,0
Male,37,No,No,No,No,0,No,21097,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),104.4,45.82,6692.65,0.0,0,2932.48,9625.13,64,Yes,14,Yes,No Offer,No,0,4,5617,0
Male,77,No,Yes,Yes,No,0,Yes,62660,No,Yes,No,Yes,No,No,Yes,No,No,DSL,Month-to-Month,No,Electronic check,40.2,0.0,40.2,0.0,0,0.0,40.2,1,No,12,Yes,Offer E,Yes,1,2,5828,1
Female,58,No,No,Yes,Yes,1,Yes,4426,No,Yes,Yes,Yes,No,No,No,No,No,DSL,Two Year,No,Bank transfer (automatic),36.15,0.0,2434.45,0.0,0,0.0,2434.45,67,No,15,Yes,No Offer,Yes,5,3,6314,0
Male,29,Yes,No,Yes,Yes,2,Yes,37527,Yes,Yes,No,No,No,Yes,No,No,No,Cable,Month-to-Month,Yes,Electronic check,51.1,27.91,1232.9,0.0,0,614.02,1846.92,22,No,27,Yes,No Offer,Yes,3,5,5329,0
Male,61,No,No,No,Yes,1,No,1632,No,Yes,Yes,Yes,No,Yes,No,No,No,DSL,One Year,No,Bank transfer (automatic),40.65,0.0,947.4,0.0,0,0.0,947.4,23,No,19,Yes,No Offer,No,0,3,5230,0
Female,72,No,Yes,Yes,No,0,Yes,37926,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Two Year,No,Bank transfer (automatic),88.4,19.44,2191.15,0.0,0,486.0,2677.15,25,No,4,Yes,No Offer,Yes,1,3,4849,0
Male,21,Yes,No,Yes,Yes,1,Yes,4848,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Credit card (automatic),91.95,27.1,6614.9,0.0,0,1951.2,8566.1,72,Yes,59,Yes,Offer A,Yes,1,4,4403,0
Female,38,No,No,Yes,Yes,3,Yes,32718,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),24.3,18.86,821.6,0.0,0,660.1,1481.7,35,Yes,0,No,No Offer,Yes,5,4,5998,0
